yb	VVc	bD50	Fr	ysb	Source
1.753507014	0.846625767	126.746	0.260044718	1.513026052	USGS
1.753507014	0.687116564	126.746	0.211050786	1.446893788	USGS
1.753507014	0.598290598	63.373	0.263813482	0.855711423	USGS
12.61538462	0.573770492	19.812	0.152341805	1.519230769	USGS
12.61538462	0.672131148	19.812	0.178457543	2.019230769	USGS
12.61538462	0.786885246	19.812	0.208925904	2.403846154	USGS
12.61538462	0.438461538	17.61066667	0.124049756	0.634615385	USGS
8	0.573770492	31.242	0.152341805	1	USGS
8	0.672131148	31.242	0.178457543	1.914634146	USGS
8	0.786885246	31.242	0.208925904	2.56097561	USGS
8	0.438461538	27.77066667	0.124049756	0.682926829	USGS
1.150914634	0.462121212	222.1653333	0.123745478	0.295731707	USGS
0.905487805	0.8203125	222.1653333	0.240142515	1.175304878	USGS
0.675304878	0.715447154	222.1653333	0.233052511	1.18597561	USGS
0.600609756	0.785123967	222.1653333	0.266777054	1.045731707	USGS
0.600609756	0.619834711	222.1653333	0.210613464	0.545731707	USGS
0.333010649	0.939130435	370.4216471	0.324576828	0.950629235	USGS
0.16553727	1	370.4216471	0.434785542	0.770571152	USGS
0.130521289	0.947368421	901.1322353	0.332399079	0.569836848	USGS
0.071627537	1	901.1322353	0.427931198	0.3298846	USGS
5.248	0.674074074	39.6875	0.198044347	2.024	USGS
5.248	0.422222222	39.6875	0.124049756	0.104	USGS
5.248	0.592592593	39.6875	0.17410492	1.416	USGS
5.248	0.562962963	39.6875	0.165399674	1.208	USGS
5.248	0.785185185	39.6875	0.23068902	2.544	USGS
4	0.422222222	52.07	0.124049756	0.219512195	USGS
1.402439024	0.826086957	52.07	0.349166577	1.823170732	USGS
1.402439024	0.904347826	52.07	0.382245515	1.823170732	USGS
1.402439024	0.756521739	52.07	0.319763075	1.579268293	USGS
1.402439024	0.565217391	52.07	0.238903447	0.579268293	USGS
1.402439024	0.660869565	52.07	0.279333261	1.237804878	USGS
2.852173913	0.562962963	73.025	0.165399674	1.413043478	USGS
2.852173913	0.659259259	73.025	0.193691724	2.026086957	USGS
2.852173913	0.481481481	73.025	0.141460248	0.613043478	USGS
2.852173913	0.414814815	73.025	0.121873444	0.286956522	USGS
2.852173913	0.451851852	73.025	0.132755002	0.4	USGS
1.356521739	0.758333333	73.025	0.287168681	1.739130435	USGS
1.1	0.767241379	73.025	0.311890914	1.595652174	USGS
1	0.869565217	73.025	0.367543765	1.782608696	USGS
1	0.695652174	73.025	0.294035012	1.213043478	USGS
1	0.513043478	73.025	0.216850821	0.386956522	USGS
1	0.530434783	73.025	0.224201697	0.526086957	USGS
1	0.469565217	73.025	0.198473633	0.1	USGS
1	0.626086957	73.025	0.264631511	1.043478261	USGS
1	0.660869565	73.025	0.279333261	1.182608696	USGS
1	0.565217391	73.025	0.238903447	0.626086957	USGS
0.713043478	0.814814815	73.025	0.383030825	1.582608696	USGS
1.76	1.223404255	635	0.216087419	0.946	USGS
1.728	1.436170213	635	0.256005841	1.22	USGS
1.438	1.423913043	635	0.272320182	1.18	USGS
1.422	1.032608696	635	0.198592015	0.88	USGS
1.402	0.532608696	635	0.103159695	0.168	USGS
1.398	1.956521739	635	0.379495731	1.18	USGS
1.38	1.565217391	635	0.305570148	1.38	USGS
1.36	1.891304348	635	0.371935618	1.2	USGS
1.35	1.358695652	635	0.268182913	1.12	USGS
1.156	1.262626263	331.3043478	0.289813807	1.088	USGS
1.04	2.179775281	635	0.474212542	1.18	USGS
1.026	1.325842697	635	0.290399793	1.04	USGS
1.014	2.795454545	635	0.608981508	1.3	USGS
0.994	1.829545455	635	0.402550768	0.98	USGS
0.986	1.079545455	635	0.23849162	0.924	USGS
0.782	2.058139535	635	0.498950963	1.1	USGS
0.77	0.882352941	635	0.213060958	0.82	USGS
0.77	3.941176471	635	0.951672281	1.08	USGS
0.76	1.235294118	635	0.300241332	0.88	USGS
0.754	3.470588235	635	0.846884762	1.148	USGS
0.746	1.694117647	635	0.415605278	1.02	USGS
0.73308897	1.870689655	1988.488696	0.257882203	0.73308897	USGS
0.666777741	1.426086957	1988.488696	0.204358771	0.600133289	USGS
3.22	0.803921569	564.4444444	0.113913158	1	USGS
2.82	2.89	564.4444444	0.429003923	1.5	USGS
2.82	2.26	564.4444444	0.335484037	1.44	USGS
2.82	0.870503597	181.4285714	0.17961756	1.7	USGS
2.82	0.589928058	181.4285714	0.121724297	1.28	USGS
2.76	0.56	564.4444444	0.084027504	0.84	USGS
2.76	2.03	564.4444444	0.304599701	1.42	USGS
2.62	3.61	564.4444444	0.555961262	1.64	USGS
2.62	5.38	564.4444444	0.828551686	1.96	USGS
2.62	4.13	564.4444444	0.636044324	1.78	USGS
2.62	4.69	564.4444444	0.722287622	1.74	USGS
2.5	1.386861314	181.4285714	0.299551551	1.12	USGS
2.5	1.773722628	181.4285714	0.383110667	1.66	USGS
2.5	2.510948905	181.4285714	0.542345965	1.64	USGS
2.5	2.897810219	181.4285714	0.625905082	1.5	USGS
2.5	3.277372263	181.4285714	0.707887612	1.64	USGS
2.5	3.642335766	181.4285714	0.786716967	1.7	USGS
1.96	3.78030303	181.4285714	0.888506247	1.7	USGS
1.96	4.371212121	181.4285714	1.027390991	1.72	USGS
1.96	4.598484848	181.4285714	1.0808082	1.74	USGS
1.96	4.946969697	181.4285714	1.162714587	1.84	USGS
1.96	5.363636364	181.4285714	1.260646137	1.94	USGS
1.32	1.956521739	564.4444444	0.390547188	1.18	USGS
1.32	2.565217391	564.4444444	0.512050757	1.42	USGS
11.14171123	0.876623377	142.494	0.116572201	2.018716578	USGS
10.40374332	0.854545455	518.16	0.083998246	1.49197861	USGS
4.155844156	0.831168831	381.381	0.110620669	1.671328671	USGS
3.999000999	1.190909091	1386.84	0.115412136	1.278721279	USGS
3.9000999	0.909090909	1386.84	0.089210931	1.343656344	USGS
0.599400599	1.088888889	1386.84	0.223009533	1.015984016	USGS
2.07661559	0.688622754	315.5205517	0.162374346	1.355096602	USGS
1.388074617	0.850649351	1143.762	0.11311821	1.202198534	USGS
1.33344437	0.784810127	315.5205517	0.21849015	1.540972685	USGS
0.946369087	0.857142857	1143.762	0.131767379	1.08194537	USGS
0.611925383	0.746478873	315.5205517	0.275711106	1.245836109	USGS
0.316788807	0.727626459	315.5205517	0.338005935	1.049300466	USGS
0.190206529	0.694915254	315.5205517	0.382559307	0.786808794	USGS
1.383116883	0.504132231	43.86841121	0.23297698	0.876623377	USGS
1.811688312	0.636363636	55.88	0.23359789	1.493506494	USGS
2.233766234	0.58778626	43.86841121	0.231411257	1.25974026	USGS
2.233766234	0.675438596	55.88	0.231411257	1.448051948	USGS
2.577922078	0.709401709	55.88	0.232196579	1.642857143	USGS
2.876623377	0.635036496	43.86841121	0.230404187	1.642857143	USGS
2.876623377	0.737288136	55.88	0.230404187	1.811688312	USGS
3.512987013	0.687943262	43.86841121	0.232458847	2.025974026	USGS
0.79144385	0.447368421	53.26878505	0.233675024	0.561497326	USGS
1.139037433	0.504132231	53.26878505	0.23297698	0.893048128	USGS
1.49197861	0.551181102	53.26878505	0.23359789	1.016042781	USGS
1.49197861	0.636363636	67.85428571	0.23359789	1.315508021	USGS
1.839572193	0.58778626	53.26878505	0.231411257	1.069518717	USGS
1.839572193	0.675438596	67.85428571	0.231411257	1.454545455	USGS
2.122994652	0.619402985	53.26878505	0.232196579	1.245989305	USGS
2.122994652	0.709401709	67.85428571	0.232196579	1.545454545	USGS
2.368983957	0.635036496	53.26878505	0.230404187	1.454545455	USGS
2.368983957	0.737288136	67.85428571	0.230404187	1.668449198	USGS
2.668449198	0.669064748	53.26878505	0.232062867	1.577540107	USGS
2.893048128	0.687943262	53.26878505	0.232458847	1.721925134	USGS
0.672727273	0.447368421	62.66915888	0.233675024	0.581818182	USGS
0.968181818	0.504132231	62.66915888	0.23297698	0.836363636	USGS
0.968181818	0.575471698	79.82857143	0.23297698	1.15	USGS
1.268181818	0.551181102	62.66915888	0.23359789	0.922727273	USGS
1.268181818	0.636363636	79.82857143	0.23359789	1.359090909	USGS
1.563636364	0.58778626	62.66915888	0.231411257	0.954545455	USGS
1.563636364	0.675438596	79.82857143	0.231411257	1.431818182	USGS
1.804545455	0.619402985	62.66915888	0.232196579	1.163636364	USGS
1.804545455	0.709401709	79.82857143	0.232196579	1.504545455	USGS
2.013636364	0.635036496	62.66915888	0.230404187	1.372727273	USGS
2.013636364	0.737288136	79.82857143	0.230404187	1.595454545	USGS
2.268181818	0.669064748	62.66915888	0.232062867	1.418181818	USGS
2.459090909	0.687943262	62.66915888	0.232458847	1.522727273	USGS
